tweet,class
 just to remind yall cuz hoes be acting like they dont know,2
 so much hoes,2
 i was   steal that bitch,2
 sum bitch that looks good where does a man such as myself pick up one of those,2
 that nigga spun around in the pussy.,2
  my mentallity being a flaming fag is a serious mental issue,2
  fight me bitch.,2
 real shit bro yo hoe told me if smoothie king had straws i ca fuck,2
 bitch we coulda been at the stores looking,2
 whatchu doin today nig,2
 wud up nig i gotta new number  text me,2
   you can tease this dick faggot,2
 your bitch called she was missing this dick,2
 lmaoo typical nig nog bombs shouldve got pics,2
  bitch please ,2
 can we not use the word faggots,2
  bitch you got me fucked up ,2
  bitch you always hatin lmao,2
 cuz i thought i got a wife but i picked a hoe. im lovin these songs man. keep it coming,2
  stfu bitch,2
 could get half a band off me   fellas.  your dope female followers and state how much youd pay for their pussy,2
 thought retard,2
  hear that you dumb bitch he said no one likes you ohshitnigga,2
  bitch i want it all,2
  glad you could get your daily dose of giggles faggot,2
  hey faggot spell faggot right you dipshit,2
  yeah nigga i get bitches and matts fucking gay as shit,2
 im not fake bitch meet me after school then nigga,2
 cause ima blindside the shit outta you niggah,2
 fuck you bitch smd,2
 haha bitch,2
 just smokin that cali smoke and fuckin your bitch wbu,2
 shut up niglet,2
 sun follow me you  bitch you cant do shit so stfu faggot,2
 then learn to read bitch,2
 who do you think i am bitch,2
 lol you probably right. fuck you bitch  in spanish,2
 i always want to speak to ppl i converse with on twitter but they always look at me like bitch idk you in real life.. smh,2
 she remembers the dick lol and wants it again. i recommend you shoot a bitch if she show up. she might snap,2
 boom bitches ,2
 i like tweeting you like this. .. wen yu aint talking to all yo hoes i be like...... ill wait.,2
 im tired of dat bitch mannn,2
 all the great qbs fold under pressure gshit if u blitz peyton ass he gon gook out,2
 its always a white bitch doing something op lol like they give zero fucks when it comes to dick ,2
 that white bitch is a g for choppin that whole line of niggas ,2
 ima miss smiley and graham and daniel tho they were pretty cool to me when i was there ima beat andrews bitch ass every day,2
 haha i was about to say... damn i just called you a bad bitch i mean mean bitch lmfao,2
 quit using song lyrics queer,2
 janemba is better than yo pussy ass,2
 bitch its not til thursday,2
 pussy watch it nuh mi neva lov mon. badmon,2
 way other hoes boo,2
 mannn mexicans in houston love their high school freshman hoes,2
 way to take orders like a little bitch bitch,2
 bitches better watch out because were running the tables tonight ,2
 hey send me your songs i need to put them hoes on a cd and bang em when i ride around,2
 i agree. you never know she may have been begging to get dropped makes her pussy wet guaranteed. she married him right after ,2
 im crazy and wayne can rap about pussy  songs in a row,2
 lol girrrrl these bitches crazzzzy,2
 nahh bitch yu always playn yu almost got her feelings hu,2
 the fuck das wat bitches wit uh fuckd up mouf do ,2
  i wish you wood like a tree in this bitch.,2
 i wish you wood like a tree in this bitch,2
 like a tree in this bitch asshat.,2
   + that bitch already got past demons in her.seeding her up just gone fuse more.,2
   nicca fucc yu,2
  lol send dat nicca clean out talmbout some n what if he really is ,2
 i said pussy dat ass what be on yo tongue boy,2
 lol da only reason i cant talk bout da present is cuz my nicca hu n aint played all yr,2
 everybody in dot moboredmickey factz when you battled clips he wore some ancient hong kong shit +  different colored hitops,2
 my lifestyles raw dog one magnum will put a dickhead in the hole and that was cumin out of the pussy lips,2
 hoe meter went off,2
 bitch,2
  swear to god log on later. im posting the score on every social network you bitch ass nigga,2
 nah he pussy he wont,2
  sup fat bitch,2
 someone told me cuz some ppl like to use it as bitch some females dont like being calles female but meh shrugs,2
 one sick bitch,2
  we take your bitch then recieve head from your mom,2
 fasho fasho .. hurry ya ass up nicca,2
  wow. i love how you called yourself a slut but no really. you wouldnt ever cheat on a girl bitches are so dumb.,2
 thirsty hoes ,2
 they got some cold white hoes in knoxville tho dont they right there on the strip boaaa,2
 i called people kikes and a lot of fucks,2
 thirsty hoe,2
 you pussy,2
 lol cracker,2
  no i like pussy why would i be ashamed of that,2
 photoshop putting my head on fags is not proof.,2
 yeet we gotta do at least  and drop them bitches in like  month intervals or some shit,2
  im jus tryn figure out when all dem niccas was together like dat,2
 finger my throbbing pussy flaps,2
 bitch tryna get in for free promoting n shit lmaooo i see you in tha cut,2
 eat bitch,2
 meet up eat bitch,2
 meet up so i can molly whoop yo bitch ass,2
 naw nigga whats up with em hands what happened to the shit you was talking a couple a months ago eat bitch,2
 katy and clear lake hoes,2
  how is he supposed to attract bitches in a tutu though ,2
 you will and hes gonna get all dem bitches ,2
   classic drunk ca texts never fail. hey stfu im coming over. oops im here come the fuck outside bitch,2
 how about you  me bitch,2
 lol bitch im indian you op,2
 well at least if youre going to do somthing you do it.. and dont bitch out.. even when its the wrong thing ,2
 cool cool fuck wit u too nicca,2
 thirsty ass hoe go to sleep ,2
 what happened to going fishing bitch,2
 if it continues.. i turn pussy lol,2
 no hoe,2
  point a ppint an bitch ,2
 bitch i died when i read that.,2
 bitch wea you going.,2
 lmfao bitch was i talking to you ,2
 yess bitch. messyyy,2
 bitch... so they cant hold a real nigga down fa long..  bruh ask mama to pay this ticket fa me,2
 you so fucking nasty. you got held to the wrong pussy. im telling  you bet not ever kiss me again im breaking up w| u,2
 ahh im too much of a bitch to live off campus. i get lazy and wouldnt want to drive home ,2
  lol its possible that a hoe can treat you the right way but will she love you the right way no. a hoe will be a hoe.,2
  lol just think about it there is a right way amp a wrong way to love someone. a hoe may just love you for what you got.,2
  yalls are all little punk ass bitches doe,2
  tf do i look like delivery bitch or what ahaha,2
  he should i got tired of hearing how he can eat pussy  ways like damn ,2
 orr why thts my lor bae tho wyd why u fucking up hoe,2
 look at what you just said lls new era girl bye kill bitches w kindness ampamp wht cousin,2
 not what i said . i want a dj to mix the track regardless for their own use  the video gon be dumb retarded with the reg versi,2
 aint nobody got no time fo dat ghetto black lady voice,2
  thats why we had  regular season losses...... you are retarded,2
  fuck all you hoes. lol,2
 its swag bitch aha,2
  not even sure bro im ignoring these hu bitches tonight...lol,2
  its a song ion kno y he referred to his future wife as a bitch,2
 bitches love some alex from target ,2
  back off ya queer bag,2
 i gotta find them i know cali got them hoes,2
 lmaooo boy thought he ws all type of right spelling that hoe,2
 the bird gone run from your ass,2
  niggah im not yo lil bro the fuck,2
 what niggah,2
" 
im colored. aint supposed to be no good influence",2
" 
me bitch",2
 theeepp thats my bitch,2
 that hoe over that,2
  stfu with that what im gonna do and just fuck oh pussy ads nigga,2
   am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga,2
   i said i was from where stop putting words in my mouth thats something a bitch would do,2
 i dont got any beef with you but tell yo boy alex to stop acting like bitch and bring his duck ass up here.,2
    who ok rightwing teabaggers gun nuts like harris hell even fucking cops.,2
 nigger,2
 miss you bitch,2
 jenny says youre an evil bitch.,2
 i kinda figured a lil bit when u said bitch u cute,2
 dying oh bitch. exit my mentions. her last era was huge.  album.  tour. golden globe cont ,2
 bitch all these thick bitches with they ass out on tv  do what you want,2
 he needs to date a grandma  im too turnt up for his lil pussy ass bro and i called him lil baby names like lame amp dork,2
 is the realest bitch out here ,2
 dont send me those boxes we droided up on da mile my nigga. got da dro droid na drum fo a pussy boy yeer me,2
 get the loredo steak. out dat bitch if u ballin,2
 nigga stop hatin bitches be feelin coolio b. n two if u think dem bitch made niggas got yo back u smokin big worm shit,2
 pussy,2
  hoe yu erbody bitch ,2
 go to sleep niggah lol,2
 lol chill pussy,2
 long story lol but ive missed you faggot,2
  lmao . hoes extra sensitive via text.. they swear they hear your tone in every letter. i sta using punctuations .,2
 dont tell the dumb hoes that,2
  i am absolutely speechless.that bitch is crazy.,2
   im lmao fa real cuz i really saw her throw dat bitch in a circle lol,2
 bitch im gretchen weiners i do what i want,2
 wyd fag,2
  bitch,2
 nigger hello,2
  i can smell your fried chicken ass a mile away boi and clean your nasty ass ears ratchet bitch,2
 yuhh im finna hit that hoe ,2
 how many times did you listen to that pussy song today,2
 some hoe shit,2
 you must have sent a bird call because i didnt get shit,2
 really thou im looking like hulk hogan in this bitch,2
 but then they said oh nah ur not but dude im getting to be a hea bitch have you not met me,2
 bitch u know what i mean spell champ these nuts,2
 your daughter can date this little fag bag   ,2
 that hoe cant cook,2
 bitch stop hating on such an immaculate suit.,2
 my bi hath already passed with little to no fanfare. so. enjoy your day and be blessed bitch.,2
 you a real bitch for that,2
 you better. and ima let that bitch slide right now just be on standby. ,2
 pussy,2
 take like tamu... bitches jumped to  after beating sc which aint that good...  ,2
 lol my bro said it about a bitch but it can be about u,2
 i need  of the bitches,2
 ik you were pussy,2
 okaaaaay bitch never do we care  edges still laid. ,2
 im askin you negro lol,2
 no i dont cry im not a bitch i was just pissed because the cop was trying to charge me with a hole bunch of bullshit p,2
 pussy,2
 lmfaoooo yooo i lost my elevator pass  now i cant even share it ...bitch wants me to go get another one even tho she knows me,2
 same like bitch its the struggles to use the stairs let ppl get on ,2
  ask your boy jason keiffer is he still tryna to get his one on one and y he block me pussy boy,2
 sorry i eat pussy,2
 fuck bitches get money,2
 jk i would be a bitch if i got them done ,2
 only when ur around me  gotta keep dat scent to keep filthy niggers away,2
  or you know you could just go drink bleach bitch,2
 haha my nigga coco  i cant wait to fuckkk like a hunna hoes this summer haha jk,2
  me to wey i went to the job interview high then a bitch straight stanking like dank haha eyes red then a hoe,2
  bitch dont talk at me like that bro.,2
 send that hoe ,2
 he been taking them hoe lol,2
 lol whatever. were fags.,2
 he ate my pussy i could..,2
 i just saw a bad bitch on here from mf switzerland and feel in love,2
 hoe ,2
 i meant bitch i am scum,2
 do you bitch boy,2
 no bitch w my dick,2
  that bitch,2
 nice hoodie faggot,2
 he liked that hoe,2
 what that hoe was like,2
 dont be a bitch. get two.,2
 haha yolo did ya hit that hoe,2
 man bring yo bitch ass here ion give a dam bout yo mf attitude,2
 u better sit yo ass in that bitch til ,2
   after you spread that filth of urs to that white dog he amp the good ol boys were ltao on fuckin a monkey,2
   u  lost puppies dont know shit. leave them niggers alone u can learn something besides how they like,2
    let one of them dingy real nigger dogs catch it. miss torah dont want that thot shit,2
 bitch get that job first.,2
 bitch just be looking for my shit.,2
 bitch.,2
 boy i was clean in them bitches.,2
 only if its funny tweets about ashy niggers,2
 bitch... im mad at you for slapping me ,2
 bitches will great valuable pussy always make you use protection. too many nasty dick niggas out here,2
 some niggas didnt desrve to have that bitch in the first place,2
 yes. love to make em masturbate to my voice bitches love southern accents,2
 life aint shit but bitches and money i passed that weed like i studied,2
 its trash ik just wanted to fuck with dorsey,2
 pussy. ,2
 lets fuck hawt bitches at foam and glow,2
 i am hu im.not in it wtf fuck danielle that bitch,2
  bitch get punched tf out lol,2
  bitch u got me fuckked up,2
 bitch take dat shit down imediatly,2
 bitch u forcin it talkin about my family and shit watch out,2
 bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didnt think ik did u,2
 correction bitch yo illiterate ass wanna eat my pussy and i got some center street boys dat u can suck up nun major,2
 naw fuck u bitch and go suck up ca,2
 ok bitch damn i will im not even tierd my phone just dying,2
 haha that hoe go hard ,2
 the bitch in the purple sho and aqua beats,2
 happy bi bad bitch,2
 i knowww righttt. i dont even know how to use this shit. how i update my status on this hoe,2
 im  n i hate elissa a fake ass cunt,2
 no thats fucking retarded are you drinking tonight or not,2
 i just whooped your ass why you turnin pussy,2
 haha you were that bitch on our team ,2
   fuck a raptor. have fun with that when the tranny fails on you after k miles,2
 unless bitch is a word for awesome they are wrong,2
 im actually with my boys right now. your dorky ass is with your mom amp dad watching streit make you his bitch,2
 man fuck this bitch ,2
 right  okay bitch,2
 is little bitch an emotion cuz im feeling it..,2
  we do not want you here either suck my pigs arse you muzzie biotch get the phuck out and go back to your hellhole life,2
 i was like this bitch better chill oh hey maria,2
 shit i wish it was socially acceptable for me to beat some of these bitches asses. lmao,2
"     in alaska
nothing going on nothing to do nothing to bitch about few laws",2
 you already know mane since th grade ive been killin hoes,2
 never happen. too much republican redneck oil money. sad butt true. corruptamerica,2
   nope its a term used to mock teabagger scum like all three of you. better luck next time pal.,2
 bitch probably deserved it lol,2
     fellow anarchists quit being vaginas p like jr high up in this bitch,2
 small man syndrome usually deep down theyre huge pussies so they join the authority to compensate their weak ego,2
 pussy,2
 why are you laughing . thats you hoe ,2
 wat a faggot,2
 more than you run pussy,2
 thought to myself sheebasheeba got my ass lookin like a zebra,2
 ya damn right nigglet d,2
 stfu youre a pussy sit your ass down with all that noise,2
 death to attention hoes,2
 wow your like  years late bitch,2
 pussy,2
 yo fag rojas,2
  sitting here talking about what u would do or gonna do thats something my bitch does,2
 bitch what,2
 idk  i went to to the school like a week ago and the bitch gave me a paper and shit telling me my classes paid for and,2
 thats wassup how u got bitches sending you booty pics tho lol,2
 make yo bitch open her legs.,2
 tweet but dont text back ok fag,2
 literally retarded. you were dropped on your head.,2
 i was a fag back then,2
 hung with all dudes and wasnt fuckin no bitches so. ,2
 fuck all cops. and fuck you too tarah. bitch your elongated nose is shaped like a horses dick. ,2
 cry about it. you still cant even talk to me even though im supposedly the shady bitch that wont confront you lol,2
 trueee but i cant wait til the day a bitch try me,2
 and because it sounds like there is no prenup hes gonna cash in not her. he apparently has ghetto credit. magine that,2
  christian keep laughing and me and him will fuck u up instead pussy bitch,2
 he was  not  amp he tried to beat up a much weaker creepy ass cracker that is why he is dead. if zimmerman was a woman...,2
  funny to read retard liberal tweets. but anand u didnt delete salwar tweet. anyway say hi to digvijaysingh,2
  yes sorry grant im a bitch so im going to ignore you like most libtards ignore the majority voice....,2
  im still gonna smack the fuck out them. they trying to act hard over twitter. haha pussy ass niggas,2
 only reason i wouldnt give it up is i ahve a fucking catalog on this bitch. arcade games were fire.,2
  yall aint gon get a stitch of pussy....,2
 oh yea alo aka mr bitches lmao,2
 lol now all ya need is sum beacg bod abs pussy boy,2
 get off my twitter fag,2
 ugly white bitch,2
 gotta keep fighting bro thea hoes just trying to bring me down. thestrugle,2
  its okay ill get bitches on this dick anyway but thanks for the tip,2
   i dont give a flying fuck what you think about my tweets wo teabagger scum.,2
 cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i,2
 smh iont understand it but fuck it more hoes for me ,2
 fuck em if they cant take a joke liberal pussies only think jokes about sarah palin amp daughters are funny.,2
 absolutely agree with that statement. its just so amusing how angry it makes all these teabagger scumbags. that alone is wo it.,2
 no not tonight youre gonna hoe tomorrow,2
  bitches ,2
 lmaoooo im calling her a hoe and im mad shutcho uglass up,2
 sick bitch,2
 alright bitch i hope someone deletes your life suck  dicks and get hit by  buses,2
 such a hoe,2
    yea spell check is a bitch... lets stay on topic,2
  lol that hasnt worked well for black folks in the past. they better bring a few crackers with um.,2
 yeah way to block me fag your scared you go and hit girls how tough does that make you tough enough to know id beat...,2
    bitch thats wtf i just said and its not christopher its chris mf,2
 just beat the pussy up,2
 go to sleep bitch,2
 lmao you wish bitch,2
 lmao they know who the kitty master is  dont hate bitch,2
  salute a bad bitch,2
  wtf you bitches seen this without me,2
 cum thru bitch,2
 fuck off bitch,2
 fuck you bitch,2
 wanted me to let everyone know he downloaded the whole acoustic justin bieber album fag,2
 whats good pussy,2
 you lying bitch,2
 my niggah,2
 ununnnn what plans text me niggah,2
 yassss bitch,2
 spitted sprite on you niggah with yo sma ass mouth you deserved it. amp well stfu lol,2
  both you boys need some pussy damn.,2
    still blaming bush fucking retard,2
 thats lil nig ,2
   youre a lying sack of shit because i know you love me lesbian jk jkbridgeturstraight fag,2
 lol fag,2
 nah its just clowney being a bitch nigga,2
 lol its a crew not actual hoes,2
 when you get famous im buyin yo a so me and my bitch can have dat shit all in da crib,2
   kenna stfu quit bein a bitch i was tellin robby to stop god.,2
   dont be a bitch then,2
  how original you faggots,2
 bitch dont reply,2
 yes every guy is a bitch today...lol...smh,2
 is gonna find himself a redneck girl one of these days ,2
  faggot,2
 just more teabagger babel. these are the same fucks that masturbated to   they just hate it when gays r successful.,2
 they always put gingers in red yellow or leopard print.,2
 omg ur finally losing ur patience. cause ur a hoe i love it.  cant stop laughing.,2
 thats white woman pussy,2
 positive thoughts nig nog ,2
 lmao dog just type them out and let them faggots try to decipher it.,2
 please be a little depressed bitch the entire time,2
 them hoes look good,2
  i havent seen that hoe,2
 yea tj in this hoe dunking everything tk hitting shots and juelz handling the bitch,2
 geminis rule hoe. ,2
  atf is in charge of prosecuting cases and the teabagger republicans wont confirm a director to lead the agency.,2
 bitch dont kill my vibe,2
 yeah cum itch my slit baby cakes,2
 hbic....... head bitch in charge. lol,2
 youre a bitch ihy,2
 this is why i follow and love you bill. i may bitch at you but ill never quit you.,2
 im coming for you bitch boy ,2
 in your dreams little leprechaun hemroid,2
 bitches naked,2
  was about to fly to po amp open a can of whoopass since they sta to zoom out during still run this bitch,2
 wow what a faggot,2
  nah bitch u addicted to spazzin fasho fuc molly tht shit happend  time and lean scarce so stfu hoe ass go spazz on sum thot,2
  since day  u remember tha bitches in alabama lmfaoo big,2
  how u kno im talkin bout you bitch lmfao,2
 u smokin that  bitch,2
 yea cuh a bitch fuc donald sterling .. cuhz pimpin tho,2
 dm me your number hoe,2
 it worked bitch,2
 danny will be in deep deep water at  too many badass sons of bitches up there,2
 nobody is ever gonna take this ass clown serious again what a lil bitch,2
 dont say shit like that lil nig .. or ill give you a  stamp,2
 them aint the bitches im talkin bout  aint no jungle fever over there lol,2
 bitch nigga dont get all but hu,2
  ayee ayee its my snow niqqa ampamp its for my bitches to slide to my crib,2
  i got them bitches snowboarding to me ,2
  ahah chill my bitch look better ,2
  sorry dyslexia is a bitch,2
 i  you bitch,2
 god doesnt send retards to hell,2
 pussy,2
 you a drunk bitch,2
 bout time bitch,2
 not that it matters but im proud of ur little ass im n old southern bitch. hang n there baby,2
 dont blame me hoe.... im innocent ,2
 yo bitch stay lookin like a clown,2
  people gotta bitch about something.,2
    all of yall stfu your all pussies and wont do shit,2
 thirsty hoes ,2
 dyke ron,2
 the dude took off running like a bitch,2
  ..the nig.. ok youre the big time shit talker on twitter no name no face no info,2
 just facetime doms bitch ass,2
 fuck yes we are  triple xp nigguh,2
 im not sure im a broke nig ,2
 cause youre a damn border bunny you forget already,2
 might havti give you a visit. this cunt isnt going to have a family when im done.,2
   it aint retarded. hes my cousin. lmao.,2
   bitch shut the fuck and follow what u say nigga,2
  are u fucking still talking bitch i wanna see that i dont give a fuck about your ugly ass girlfriend son,2
  bitch and the fuck u wanna do about then nigga stfu talking and do something,2
 just texted yea queer bait ,2
   chill your dad gets more bitches at school than you do griff,2
 do it pussy,2
 i have small pussy size plugs,2
 cause everyone just loves yo bitch ass rite yea sure...,2
 fuck the yankees,2
 as u should thats jus a clutch ass spot bitch we in there for the turn up ,2
 bitch yessssssss omg i jus saw one of em yesterday im in disbelief i rode by like oh thats cou bro now im lost,2
 black girls are so funny why cant you talk literate its pathetic dick riding die hard fan rofl you disgust me retard.,2
 bye ugly hoe please do something about that nasty horse hair weave.,2
  real serious in ct bunch of whiney cunts,2
 and they bitch cause police showed in force.they were the only thing preventing them from getting turned in road kill ishutdown,2
 sounds like you bout to smack a hoe,2
  nigga you proud of  i was in that bitch . the . is from me going to get the weed out the car,2
  icanhashtaghoweveriwant bitch,2
 i drive illegally retard,2
 im subtweeting my sister hoe,2
 cuz ur a bird bitch,2
 fuck yo bitch ass then,2
 well youre a first class bitch. so go on with your bitch life bitch,2
 ok stupid bitch,2
 hoe you are doing good too,2
  bitch im waitin on my chicken nuggets,2
  you tried to bit my bottom lip off like it was a snack bitch,2
  not as bad as a former psyqo nigger that likes anime,2
 wigg i love you bitch ,2
 pussy,2
  if by amusing you mean makes you cry like a bitch then yeah id agree.,2
 i agree the fat bitches the only girls left not gettin passed around,2
 they be tryna b on the low but one day these bitches gonna realize some niggas talk more then them l,2
 dude was a bitch nigga and took off running,2
 like hov said we all ghetto b lol,2
  nigga doing the duggy on dem dead hoes lol,2
 get some orange hoe,2
 bruh u such a pussy just talk,2
 bitch,2
 ill slap a hoe,2
 them peeps who bitches,2
 why do you bitch about everything,2
  me bitch. when and where,2
 ur the tool for posting a vid of a dude pacing especially when u were too pussy to film his face,2
 you are a bitch,2
  see thats why ya ass never need to go out. tryna go ape shit.,2
  why wld u wanna be a faggot dude thats faggot like,2
  i thought you had some fucked up bi defect that made your nips hea shaped lmao.,2
  its not right but its the rule. the nfl has a strike policy for drugs and josh gordon is retarded,2
 bet... my trash ass self is just that petty,2
 bet.... pay back is a bitch,2
 yasss bitch yasss i wonder if penny passed ,2
 im tired bitch ,2
 that was for other bitches lol you cute tho wassup gimmi yo numba imma natural too lmfaoo,2
 hold it you fucking bitch,2
  hell no where is the pussy print page,2
 oh he still talking to other bitches i bet. none of my biz tho,2
   like what u bitches wantttt dmx voice,2
 bitch i back shit up fuck nigga,2
 bitch am not gonna shut shit up feel free to join them,2
 nigga you beat who ass bitch weve never even fought so u need to stop making up shit and bring yo ass with them,2
 wow i was like  or  fighting people in high school then bitch unfollow me fuck nigga,2
 bitch y u aint come to school,2
 sup my nigga.. cracker.. home boy.. what ya know that .. blah... forget it.. hey to ya.,2
 bad bitch w dreads ale,2
 be sure to follow it up with a fabulous bitch face,2
 girls that want to hold on to they hoes and act like they cant show off they boyfriends,2
 ya pussy lets go wheelin,2
 niggah this shit serious aint no one laughing,2
  hes the fuck her right in the pussy guy,2
 fuck no she dont let nobody hit that pussy either i know its firm,2
 yess bitch cuts colors and curls ha self.,2
 my knee wont let me wander around much so i just make a few trips and look at the fat girls redneck pornwalma,2
 you to bitch,2
  not over no twitter shit. plus youre a female. you letting a dumb sloppy body ignorant bitch speak for k people,2
 and theyre retarded as fuck in general with their insults. hope they fall off with aw but the csgo scene is growing so idk.,2
 she going full retard right now smh,2
 there was also no need for her to be a cunt and act like shes something special. it wasnt unprovoked.,2
 hoe,2
 dont be a pussy. also there is beer and free pizza here. i swear,2
 because its fucking retarded,2
  ....so ur a fag,2
 forgot someone niglet,2
 you fat irish fucking cunt i honestly hope you choke to death in a pool of your own jameson induced vomit,2
  we dont love these hoes,2
 i stick up for my fam. dont disrespect the pouch my nigguh. and awe ily ,2
 so bad bitches intimidate you in other words,2
 my phones doin da pussy right now lol,2
 lmao mark is the only guy left there hes about to get some pussy,2
 yes so you could leave fag,2
 hahahaha aw nut... we should try and capture that cunt,2
  he wants pussy nd a dini mean a cat,2
 hay pussy cat ,2
 pussy you cant fight ,2
 more like emily is a little twat,2
 she can just fuckin call the venue about it and theyll cancel the lost tickets and reprint new ones what a dumb bitch,2
 drug buddy pussy money bitches weed,2
 grow a pair pussy,2
 ol rachet ass bitch,2
 i rap that and her pa of problem  cause im a bad bitch,2
 well im sure im not fully retarded imustbestupid,2
 true dat nig,2
 because youre a weak bitch. listen to cruel hand because the singer fell on face last night.,2
 shit so joel went off and swore at the kid and the kid was a fucking snitch nigga pussy and ratted on him amp got him ,2
 thats a dragon you retard,2
 when you realize youre trash,2
  fucc the extra shit im seeing that hoe this weekend,2
 i got a kenwood amp to but its probably ghetto right,2
 you got a toolbox you hoe,2
 you can be a bad bitch too dex its okay,2
   david block that bitch,2
" 
every bitches claim",2
  bitch what i dont give a fuck what you say but dont fuckin lie on me you hairy bitch,2
 is out of his goddamn bird trying to say yoburger is better than  guys,2
" alright amateur grease monkey show me how its done.

wait that sounds racist...",2
 if you say one disparaging word about the charlie brown xmas special i will slash the tires on your car.,2
" 
ok. i guess you aint colored so so dont know da channels",2
 awwww dont be a pussy ill show u was good with that turbo lol,2
 handles lol that shit only  hp now your bitch is stick soo i know was good with them double shifting aha,2
 bitch just meet me up here lol,2
 couldnt make it nigga was at the e.r. my bad then my charger for my phone ripped so i can text im on my ipod all ghetto,2
 lmao yeah bitch that lil shit ripped .,2
 yeah bitch did it taste good fucker .t,2
 fuck you bitch,2
 snag that ho,2
 slut buckets. especially dan. he a hoe.,2
 what i thought bitch,2
 bitch aint fall down or nothing. bet she can take more licks than you. no,2
 that hoe show up uninvited one day your ass wont come outside tho,2
 almost mad a nigguh catch some stacks at lunch close one,2
 had da bitches rockin in da club wit my boy connor,2
 that nigguh sucks,2
 pussy,2
  stop retweeting heather im tired of seeing that bitch on my tl,2
  both you bitches go to sleep,2
  lmao them bitches was the truth,2
 money can get you good weed but not always the best of pussy. sorry my friend  guess,2
  pussy,2
  you are a bitch.,2
 they hv loads of cushion on the soles of them. they would feel good on ur dick.,2
 love you too bitch,2
 bitch i was out dea and your ass was sleep,2
 girl i been wanting them shit i been growing them hoes for bout months,2
  this bitch sees that as not an attack because muslims are only  no idea where he maths,2
 bitch be actin like im a celebrity,2
 oh wow the bitch is bitching again niggasuprized,2
 but you were too busy being a raging bitch and not caring that your best friend was going through hell so theres my punch ,2
 wuw. am not wun uv ur hoes dnt send mi pics,2
 whats the difference between the three of the nig nogs,2
 thank you mint  happy mothafuggin bi too hoe ,2
 your rhyming is ghetto,2
"  
you sound like a real cunt",2
   sprite hoe,2
 mostly move ya dumb bitch haha,2
 she looks like a real dyke now,2
 bitch firstly its resting on my titties and secondly if u was paying attention youd have seen when i said i rolled into it,2
 lmao dont fight me you dont know my ghetto ass school dude i highly doubt that since i dont give a fuck about it,2
 you cant get rid of me that easily bitch,2
 if i have to watch baseball i actually go for the mets because jon stewa and fuck the yankees.,2
  why nobody never invite me to no lesbian pa  bitches.,2
 i know imma broke ass bitch,2
    bitch please are you trying to say i was closer to philly than you,2
 pussy pussy pussy,2
 youre a bitch,2
 stop blowing the spurs pussies halftimespeech,2
"  too many little whiney bitches in america. 
someone to cry about anything 
ie kids must wear bicycle helmets",2
 living with my bitches live thuglife ,2
  pussies,2
 ill come rape your wife bitch boy,2
 bitch no ,2
 cause i didnt wanna see your bitch ass,2
 your one of my bitches you make money for me ,2
   lmfaooo how many returns has this faggot gotten,2
 thanks hoe,2
 a pussy in ur mouth is a really good stress reliever doctors recommend,2
 i think u need a massage or a pussy in your mouth to make u feel less stressed out dont u think,2
 you can be whatever you want since you arent a lying ass bitch ass childish ass mother fucker,2
  just admit you sta the shit by calling her out and that youre being a bitch and well all move on ,2
 bitches,2
 googles a bitch your search  ann b. davis sexy did not match any image results.,2
 i said im a vagina but not a fag. who hasnt seen that movie,2
 when did we become a nation of giant dripping whiny pussies anyway make this dude president of iraq even. hes the man,2
 nevermind. still a little bitch. ,2
 might need you to pummel a bitch ,2
 yo follow me back nigguh,2
 pussy,2
 you still ugly then a hoe and you still look like muffie off a ,2
  fuck off frank you pussy,2
 shut up faggot no one cares,2
 bitches talk shit you got the right to swerve god damnit you are da shittt,2
 wheres ours at nigguh ,2
 i call those my ghetto nunchucks...the reason i went  jail as well ,2
  lmao he lyin sis his bitch told me if any light bulb in the whole wide world light up today i ca fuck,2
 lmao bitch is dumb slap her up,2
 my fuckin name hoe,2
"  

and then everyone bitches anyways. the guy cant win with the fans we have. we would run revis out of here in his prime",2
  something else from another bitch in panties about love i swear,2
 text me fag,2
 fight me hoe,2
 haha ya hit that hoe right there,2
 lol my bad i forgot that hoe made ya sad,2
  youll see watch he finna hit that hoe and put some,2
 bitch i wasnt following u in the first place get the fuck off my tl.,2
 bitch have you ever seen me fight why you even talking shit,2
 bitch shut yo little ass up fucking no color emo faget ads nigga u call me dumb but u dont know shit,2
 bitch. what i like pussy go away u doing to much talking too much i talk with my fist and u can get and yo dad little fuc,2
 or one of them bitches just be talking shit but not bout shit,2
 shit whats up with then hoes ill do both hoe am pretty sure u not on my level,2
 ur fucken lame bitch ,2
 thats thot pussy ,2
  lol this faggot hid from the moon boss we i was helping him,2
   but never to moose lol log off faggot your finished,2
 you bitch. come on you bitch. you scared coward you not man enough to fuck with me. you cant last two minutes in my world bitch.,2
 you gunna let that bitch do you like that,2
 translation i like how i dont really have to think about it or i dont think queers deserve a happy ending,2
 fuckin moulinyan ,2
 hes the definition of little squirrelly bitch,2
   fuckkn hate when he fights. being a big pussy all the time.,2
  where you at bitch,2
 im an ole bitch in memphistn. and i think u rock also,2
 why do you guys cry and whine whenever someone says faggot its ridiculous.,2
